Country,State,State ID,Country ID,Network Speed
USA,Florida,1183,128,473
USA,Alaska,1370,128,567
USA,Hawaii,1745,128,534
USA,Virginia,1610,128,885
Canada,Alberta,1108,148,398
Canada,British Columbia,1690,148,286
Canada,New Brunswick,1996,148,673
Canada,Ontario,1752,148,398
Canada,Nova Scotia,1778,148,15
Japan,Hokkaido,1246,165,151
Japan,Tohoku,1252,165,623
Japan,Kanto,1478,165,549
Japan,Chubu,1731,165,914
Japan,Kinki,1564,165,364
Japan,Chugoku,1463,165,33
Australia,New South Wales,1346,130,116
Australia,Victoria,1721,130,9
Australia,Queensland,1586,130,865
Australia,Western Australia,1409,130,995
Australia,South Australia,1700,130,335
Australia,Tasmania,1881,130,348
China,Hainan,1692,165,26
China,Gansu,1121,165,773
China,Shichugan,1220,165,356
China,Fujian,1046,165,758
China,Liaonin,1537,165,443
China,Chethua,1661,165,809
USA,California,1936,128,562
USA,Texas,1052,128,149
USA,Florida,1183,128,390
USA,Alaska,1370,128,446
USA,Hawaii,1745,128,837
USA,Virginia,1610,128,431
Canada,Alberta,1108,148,84
Canada,British Columbia,1690,148,548
Canada,New Brunswick,1996,148,896
Canada,Ontario,1752,148,476
Canada,Nova Scotia,1778,148,972
Japan,Hokkaido,1246,165,898
Japan,Tohoku,1252,165,721
Japan,Kanto,1478,165,435
Japan,Chubu,1731,165,556
Japan,Kinki,1564,165,586
Japan,Chugoku,1463,165,573
Australia,New South Wales,1346,130,989
Australia,Victoria,1721,130,112
Australia,Queensland,1586,130,859
Australia,Western Australia,1409,130,247
Australia,South Australia,1700,130,576
Australia,Tasmania,1881,130,436
India,Kerala,1846,147,606
India,Bangalore,1372,147,12
India,Delhi,1829,147,334
India,Hyderabad,1161,147,658
India,Punjab,1149,147,647
India,Pune,1937,147,376
India,Kerala,1846,147,564
India,Bangalore,1372,147,898
India,Delhi,1829,147,9
India,Hyderabad,1161,147,277
India,Punjab,1149,147,415
India,Pune,1937,147,36
China,Hainan,1692,165,777
China,Gansu,1121,165,67
China,Shichugan,1220,165,82
China,Fujian,1046,165,744
China,Liaonin,1537,165,658
China,Chethua,1661,165,433
USA,California,1936,128,229
USA,Texas,1052,128,659
USA,Florida,1183,128,0
USA,Alaska,1370,128,498
USA,Hawaii,1745,128,734
USA,Virginia,1610,128,233
Canada,Alberta,1108,148,80
Canada,British Columbia,1690,148,139
Canada,New Brunswick,1996,148,164
Canada,Ontario,1752,148,34
Canada,Nova Scotia,1778,148,216
Japan,Hokkaido,1246,165,450
Japan,Tohoku,1252,165,847
Japan,Kanto,1478,165,31
Japan,Chubu,1731,165,762
Japan,Kinki,1564,165,234
Japan,Chugoku,1463,165,536
Australia,New South Wales,1346,130,790
Australia,Victoria,1721,130,27
Australia,Queensland,1586,130,541
Australia,Western Australia,1409,130,974
Australia,South Australia,1700,130,532
Australia,Tasmania,1881,130,984
India,Kerala,1846,147,608
India,Bangalore,1372,147,187
India,Delhi,1829,147,37
India,Hyderabad,1161,147,77
India,Punjab,1149,147,605
India,Pune,1937,147,119
China,Hainan,1692,165,378
China,Gansu,1121,165,635
China,Shichugan,1220,165,977
China,Fujian,1046,165,372
China,Liaonin,1537,165,767
China,Chethua,1661,165,362
USA,California,1936,128,965
USA,Texas,1052,128,448
USA,Florida,1183,128,802
USA,Alaska,1370,128,662
USA,Hawaii,1745,128,182
USA,Virginia,1610,128,941
Canada,Alberta,1108,148,72
Canada,British Columbia,1690,148,158
Canada,New Brunswick,1996,148,274
Canada,Ontario,1752,148,613
Canada,Nova Scotia,1778,148,469
Japan,Hokkaido,1246,165,728
Japan,Tohoku,1252,165,846
Japan,Kanto,1478,165,645
Japan,Chubu,1731,165,219
Japan,Kinki,1564,165,504
Japan,Chugoku,1463,165,117
Australia,New South Wales,1346,130,922
Australia,Victoria,1721,130,921
Australia,Queensland,1586,130,576
Australia,Western Australia,1409,130,906
Australia,South Australia,1700,130,519
Australia,Tasmania,1881,130,891
Australia,New South Wales,1346,130,451
Australia,Victoria,1721,130,505
Australia,Queensland,1586,130,764
Australia,Western Australia,1409,130,522
Australia,South Australia,1700,130,4
Australia,Tasmania,1881,130,444
India,Kerala,1846,147,75
India,Bangalore,1372,147,731
India,Delhi,1829,147,404
India,Hyderabad,1161,147,452
India,Punjab,1149,147,469
India,Pune,1937,147,378
China,Hainan,1692,165,371
China,Gansu,1121,165,851
China,Shichugan,1220,165,378
China,Fujian,1046,165,188
China,Liaonin,1537,165,998
China,Chethua,1661,165,848
USA,California,1936,128,684
USA,Texas,1052,128,354
USA,Florida,1183,128,210
USA,Alaska,1370,128,280
USA,Hawaii,1745,128,835
USA,Virginia,1610,128,688
Canada,Alberta,1108,148,805
Canada,British Columbia,1690,148,57
Canada,New Brunswick,1996,148,278
Canada,Ontario,1752,148,996
Canada,Nova Scotia,1778,148,838
Japan,Hokkaido,1246,165,477
Japan,Tohoku,1252,165,656
Japan,Kanto,1478,165,232
Japan,Chubu,1731,165,913
Japan,Kinki,1564,165,631
Japan,Chugoku,1463,165,528
India,Kerala,1846,147,826
India,Bangalore,1372,147,92
India,Delhi,1829,147,677
India,Hyderabad,1161,147,759
India,Punjab,1149,147,678
India,Pune,1937,147,56
China,Hainan,1692,165,697
China,Gansu,1121,165,896
China,Shichugan,1220,165,368
China,Fujian,1046,165,909
China,Liaonin,1537,165,653
China,Chethua,1661,165,906
USA,California,1936,128,787
USA,Texas,1052,128,117
USA,Florida,1183,128,693
USA,Alaska,1370,128,379
USA,Hawaii,1745,128,269
USA,Virginia,1610,128,284
Canada,Alberta,1108,148,963
Canada,British Columbia,1690,148,688
Canada,New Brunswick,1996,148,70
Canada,Ontario,1752,148,835
Canada,Nova Scotia,1778,148,911
Japan,Hokkaido,1246,165,879
Japan,Tohoku,1252,165,573
Japan,Kanto,1478,165,858
Japan,Chubu,1731,165,61
Japan,Kinki,1564,165,27
Japan,Chugoku,1463,165,164
Australia,New South Wales,1346,130,563
Australia,Victoria,1721,130,859
Australia,Queensland,1586,130,118
Australia,Western Australia,1409,130,649
Australia,South Australia,1700,130,243
Australia,Tasmania,1881,130,844
China,Hainan,1692,165,227
China,Gansu,1121,165,415
China,Shichugan,1220,165,494
China,Fujian,1046,165,74
China,Liaonin,1537,165,236
China,Chethua,1661,165,51
USA,California,1936,128,729
USA,Texas,1052,128,71
USA,Florida,1183,128,575
USA,Alaska,1370,128,539
USA,Hawaii,1745,128,168
USA,Virginia,1610,128,424
Canada,Alberta,1108,148,669
Canada,British Columbia,1690,148,552
Canada,New Brunswick,1996,148,103
Canada,Ontario,1752,148,752
Canada,Nova Scotia,1778,148,547
Japan,Hokkaido,1246,165,666
Japan,Tohoku,1252,165,392
Japan,Kanto,1478,165,526
Japan,Chubu,1731,165,111
Japan,Kinki,1564,165,766
Japan,Chugoku,1463,165,992
Australia,New South Wales,1346,130,367
Australia,Victoria,1721,130,198
Australia,Queensland,1586,130,476
Australia,Western Australia,1409,130,199
Australia,South Australia,1700,130,963
Australia,Tasmania,1881,130,386
India,Kerala,1846,147,379
India,Bangalore,1372,147,189
India,Delhi,1829,147,335
India,Hyderabad,1161,147,817
India,Punjab,1149,147,508
India,Pune,1937,147,376
USA,California,1936,128,913
USA,Texas,1052,128,72
USA,Florida,1183,128,56
USA,Alaska,1370,128,119
USA,Hawaii,1745,128,320
USA,Virginia,1610,128,235
Canada,Alberta,1108,148,832
Canada,British Columbia,1690,148,842
Canada,New Brunswick,1996,148,504
Canada,Ontario,1752,148,208
Canada,Nova Scotia,1778,148,831
Japan,Hokkaido,1246,165,909
Japan,Tohoku,1252,165,411
Japan,Kanto,1478,165,74
Japan,Chubu,1731,165,851
Japan,Kinki,1564,165,251
Japan,Chugoku,1463,165,590
Australia,New South Wales,1346,130,127
Australia,Victoria,1721,130,779
Australia,Queensland,1586,130,373
Australia,Western Australia,1409,130,259
Australia,South Australia,1700,130,593
Australia,Tasmania,1881,130,971
India,Kerala,1846,147,63
India,Bangalore,1372,147,285
India,Delhi,1829,147,847
India,Hyderabad,1161,147,746
India,Punjab,1149,147,165
India,Pune,1937,147,942
China,Hainan,1692,165,640
China,Gansu,1121,165,581
China,Shichugan,1220,165,413
China,Fujian,1046,165,154
China,Liaonin,1537,165,850
China,Chethua,1661,165,691
Australia,New South Wales,1346,130,673
Australia,Victoria,1721,130,492
Australia,Queensland,1586,130,887
Australia,Western Australia,1409,130,931
Australia,South Australia,1700,130,795
Australia,Tasmania,1881,130,573
India,Kerala,1846,147,678
India,Bangalore,1372,147,66
India,Delhi,1829,147,294
India,Hyderabad,1161,147,862
India,Punjab,1149,147,849
India,Pune,1937,147,122
China,Hainan,1692,165,825
China,Gansu,1121,165,237
China,Shichugan,1220,165,548
China,Fujian,1046,165,279
China,Liaonin,1537,165,665
China,Chethua,1661,165,872
USA,California,1936,128,709
USA,Texas,1052,128,382
USA,Florida,1183,128,376
USA,Alaska,1370,128,933
USA,Hawaii,1745,128,776
USA,Virginia,1610,128,859
Canada,Alberta,1108,148,612
Canada,British Columbia,1690,148,253
Canada,New Brunswick,1996,148,626
Canada,Ontario,1752,148,91
Canada,Nova Scotia,1778,148,407
Japan,Hokkaido,1246,165,59
Japan,Tohoku,1252,165,715
Japan,Kanto,1478,165,405
Japan,Chubu,1731,165,235
Japan,Kinki,1564,165,512
Japan,Chugoku,1463,165,102
India,Kerala,1846,147,924
India,Bangalore,1372,147,624
India,Delhi,1829,147,382
India,Hyderabad,1161,147,164
India,Punjab,1149,147,689
India,Pune,1937,147,958
China,Hainan,1692,165,333
China,Gansu,1121,165,939
China,Shichugan,1220,165,756
China,Fujian,1046,165,779
China,Liaonin,1537,165,23
China,Chethua,1661,165,393
USA,California,1936,128,13
USA,Texas,1052,128,874
USA,Florida,1183,128,112
USA,Alaska,1370,128,206
USA,Hawaii,1745,128,305
USA,Virginia,1610,128,612
Canada,Alberta,1108,148,39
Canada,British Columbia,1690,148,656
Canada,New Brunswick,1996,148,627
Canada,Ontario,1752,148,941
Canada,Nova Scotia,1778,148,40
Japan,Hokkaido,1246,165,318
Japan,Tohoku,1252,165,74
Japan,Kanto,1478,165,250
Japan,Chubu,1731,165,709
Japan,Kinki,1564,165,572
Japan,Chugoku,1463,165,342
Australia,New South Wales,1346,130,93
Australia,Victoria,1721,130,54
Australia,Queensland,1586,130,545
Australia,Western Australia,1409,130,941
Australia,South Australia,1700,130,559
Australia,Tasmania,1881,130,778
China,Hainan,1692,165,801
China,Gansu,1121,165,396
China,Shichugan,1220,165,265
China,Fujian,1046,165,139
China,Liaonin,1537,165,460
China,Chethua,1661,165,974
USA,California,1936,128,38
USA,Texas,1052,128,929
USA,Florida,1183,128,664
USA,Alaska,1370,128,447
USA,Hawaii,1745,128,486
USA,Virginia,1610,128,10
Canada,Alberta,1108,148,966
Canada,British Columbia,1690,148,740
Canada,New Brunswick,1996,148,895
Canada,Ontario,1752,148,901
Canada,Nova Scotia,1778,148,257
Japan,Hokkaido,1246,165,585
Japan,Tohoku,1252,165,196
Japan,Kanto,1478,165,543
Japan,Chubu,1731,165,665
Japan,Kinki,1564,165,48
Japan,Chugoku,1463,165,232
Australia,New South Wales,1346,130,868
Australia,Victoria,1721,130,330
Australia,Queensland,1586,130,703
Australia,Western Australia,1409,130,703
Australia,South Australia,1700,130,260
Australia,Tasmania,1881,130,475
India,Kerala,1846,147,976
India,Bangalore,1372,147,552
India,Delhi,1829,147,699
India,Hyderabad,1161,147,808
India,Punjab,1149,147,746
India,Pune,1937,147,377
Canada,Alberta,1108,148,358
Canada,British Columbia,1690,148,649
Canada,New Brunswick,1996,148,486
Canada,Ontario,1752,148,179
Canada,Nova Scotia,1778,148,312
Japan,Hokkaido,1246,165,155
Japan,Tohoku,1252,165,697
Japan,Kanto,1478,165,328
Japan,Chubu,1731,165,561
Japan,Kinki,1564,165,71
Japan,Chugoku,1463,165,593
Australia,New South Wales,1346,130,587
Australia,Victoria,1721,130,283
Australia,Queensland,1586,130,87
Australia,Western Australia,1409,130,520
Australia,South Australia,1700,130,439
Australia,Tasmania,1881,130,538
India,Kerala,1846,147,212
India,Bangalore,1372,147,999
India,Delhi,1829,147,894
India,Hyderabad,1161,147,632
India,Punjab,1149,147,815
India,Pune,1937,147,83
China,Hainan,1692,165,679
China,Gansu,1121,165,706
China,Shichugan,1220,165,904
China,Fujian,1046,165,361
China,Liaonin,1537,165,946
China,Chethua,1661,165,854
USA,California,1936,128,431
USA,Texas,1052,128,399
USA,Florida,1183,128,488
USA,Alaska,1370,128,668
USA,Hawaii,1745,128,425
USA,Virginia,1610,128,720
India,Kerala,1846,147,354
India,Bangalore,1372,147,270
India,Delhi,1829,147,641
India,Hyderabad,1161,147,500
India,Punjab,1149,147,641
India,Pune,1937,147,592
China,Hainan,1692,165,477
China,Gansu,1121,165,386
China,Shichugan,1220,165,510
China,Fujian,1046,165,186
China,Liaonin,1537,165,457
China,Chethua,1661,165,442
USA,California,1936,128,606
USA,Texas,1052,128,653
USA,Florida,1183,128,441
USA,Alaska,1370,128,45
USA,Hawaii,1745,128,803
USA,Virginia,1610,128,947
Canada,Alberta,1108,148,736
Canada,British Columbia,1690,148,187
Canada,New Brunswick,1996,148,442
Canada,Ontario,1752,148,564
Canada,Nova Scotia,1778,148,841
Japan,Hokkaido,1246,165,316
Japan,Tohoku,1252,165,145
Japan,Kanto,1478,165,479
Japan,Chubu,1731,165,466
Japan,Kinki,1564,165,669
Japan,Chugoku,1463,165,300
Australia,New South Wales,1346,130,773
Australia,Victoria,1721,130,575
Australia,Queensland,1586,130,397
Australia,Western Australia,1409,130,911
Australia,South Australia,1700,130,39
Australia,Tasmania,1881,130,588
Australia,New South Wales,1346,130,254
Australia,Victoria,1721,130,554
Australia,Queensland,1586,130,172
Australia,Western Australia,1409,130,306
Australia,South Australia,1700,130,193
Australia,Tasmania,1881,130,735
India,Kerala,1846,147,523
India,Bangalore,1372,147,346
India,Delhi,1829,147,574
India,Hyderabad,1161,147,217
India,Punjab,1149,147,128
India,Pune,1937,147,673
China,Hainan,1692,165,769
China,Gansu,1121,165,374
China,Shichugan,1220,165,946
China,Fujian,1046,165,306
China,Liaonin,1537,165,531
China,Chethua,1661,165,384
USA,California,1936,128,603
USA,Texas,1052,128,256
USA,Florida,1183,128,37
USA,Alaska,1370,128,657
USA,Hawaii,1745,128,59
USA,Virginia,1610,128,782
Canada,Alberta,1108,148,706
Canada,British Columbia,1690,148,406
Canada,New Brunswick,1996,148,108
Canada,Ontario,1752,148,287
Canada,Nova Scotia,1778,148,686
Japan,Hokkaido,1246,165,486
Japan,Tohoku,1252,165,970
Japan,Kanto,1478,165,320
Japan,Chubu,1731,165,478
Japan,Kinki,1564,165,477
Japan,Chugoku,1463,165,732
Canada,Alberta,1108,148,337
Canada,British Columbia,1690,148,445
Canada,New Brunswick,1996,148,297
Canada,Ontario,1752,148,726
Canada,Nova Scotia,1778,148,862
Japan,Hokkaido,1246,165,263
Japan,Tohoku,1252,165,40
Japan,Kanto,1478,165,687
Japan,Chubu,1731,165,494
Japan,Kinki,1564,165,827
Japan,Chugoku,1463,165,373
Australia,New South Wales,1346,130,281
Australia,Victoria,1721,130,464
Australia,Queensland,1586,130,414
Australia,Western Australia,1409,130,429
Australia,South Australia,1700,130,248
Australia,Tasmania,1881,130,883
India,Kerala,1846,147,622
India,Bangalore,1372,147,757
India,Delhi,1829,147,878
India,Hyderabad,1161,147,537
India,Punjab,1149,147,38
India,Pune,1937,147,672
China,Hainan,1692,165,857
China,Gansu,1121,165,761
China,Shichugan,1220,165,695
China,Fujian,1046,165,542
China,Liaonin,1537,165,479
China,Chethua,1661,165,160
USA,California,1936,128,302
USA,Texas,1052,128,750
USA,Florida,1183,128,795
USA,Alaska,1370,128,55
USA,Hawaii,1745,128,146
USA,Virginia,1610,128,93
India,Kerala,1846,147,391
India,Bangalore,1372,147,446
India,Delhi,1829,147,678
India,Hyderabad,1161,147,41
India,Punjab,1149,147,341
India,Pune,1937,147,587
China,Hainan,1692,165,155
China,Gansu,1121,165,198
China,Shichugan,1220,165,774
China,Fujian,1046,165,604
China,Liaonin,1537,165,782
China,Chethua,1661,165,140
USA,California,1936,128,411
USA,Texas,1052,128,527
USA,Florida,1183,128,281
USA,Alaska,1370,128,449
USA,Hawaii,1745,128,30
USA,Virginia,1610,128,394
Canada,Alberta,1108,148,425
Canada,British Columbia,1690,148,782
Canada,New Brunswick,1996,148,659
Canada,Ontario,1752,148,888
Canada,Nova Scotia,1778,148,734
Japan,Hokkaido,1246,165,569
Japan,Tohoku,1252,165,865
Japan,Kanto,1478,165,718
Japan,Chubu,1731,165,885
Japan,Kinki,1564,165,873
Japan,Chugoku,1463,165,107
Australia,New South Wales,1346,130,484
Australia,Victoria,1721,130,578
Australia,Queensland,1586,130,587
Australia,Western Australia,1409,130,457
Australia,South Australia,1700,130,800
Australia,Tasmania,1881,130,397
USA,California,1936,128,96
USA,Texas,1052,128,71
USA,Florida,1183,128,209
USA,Alaska,1370,128,689
USA,Hawaii,1745,128,563
USA,Virginia,1610,128,288
Canada,Alberta,1108,148,377
Canada,British Columbia,1690,148,151
Canada,New Brunswick,1996,148,382
Canada,Ontario,1752,148,730
Canada,Nova Scotia,1778,148,411
Japan,Hokkaido,1246,165,27
Japan,Tohoku,1252,165,214
Japan,Kanto,1478,165,494
Japan,Chubu,1731,165,248
Japan,Kinki,1564,165,115
Japan,Chugoku,1463,165,233
Australia,New South Wales,1346,130,181
Australia,Victoria,1721,130,14
Australia,Queensland,1586,130,536
Australia,Western Australia,1409,130,559
Australia,South Australia,1700,130,62
Australia,Tasmania,1881,130,181
India,Kerala,1846,147,771
India,Bangalore,1372,147,335
India,Delhi,1829,147,309
India,Hyderabad,1161,147,600
India,Punjab,1149,147,831
India,Pune,1937,147,721
China,Hainan,1692,165,194
China,Gansu,1121,165,557
China,Shichugan,1220,165,751
China,Fujian,1046,165,308
China,Liaonin,1537,165,969
China,Chethua,1661,165,499
India,Kerala,1846,147,218
India,Bangalore,1372,147,958
India,Delhi,1829,147,336
India,Hyderabad,1161,147,554
India,Punjab,1149,147,563
India,Pune,1937,147,190
China,Hainan,1692,165,932
China,Gansu,1121,165,937
China,Shichugan,1220,165,765
China,Fujian,1046,165,55
China,Liaonin,1537,165,15
China,Chethua,1661,165,835
USA,California,1936,128,478
USA,Texas,1052,128,620
USA,Florida,1183,128,754
USA,Alaska,1370,128,746
USA,Hawaii,1745,128,62
USA,Virginia,1610,128,494
Canada,Alberta,1108,148,891
Canada,British Columbia,1690,148,444
Canada,New Brunswick,1996,148,81
Canada,Ontario,1752,148,854
Canada,Nova Scotia,1778,148,822
Japan,Hokkaido,1246,165,248
Japan,Tohoku,1252,165,731
Japan,Kanto,1478,165,69
Japan,Chubu,1731,165,372
Japan,Kinki,1564,165,445
Japan,Chugoku,1463,165,596
Australia,New South Wales,1346,130,519
Australia,Victoria,1721,130,959
Australia,Queensland,1586,130,787
Australia,Western Australia,1409,130,311
Australia,South Australia,1700,130,356
Australia,Tasmania,1881,130,770
India,Kerala,1846,147,621
India,Bangalore,1372,147,42
India,Delhi,1829,147,690
India,Hyderabad,1161,147,999
India,Punjab,1149,147,303
India,Pune,1937,147,122
China,Hainan,1692,165,890
China,Gansu,1121,165,594
China,Shichugan,1220,165,452
China,Fujian,1046,165,389
China,Liaonin,1537,165,859
China,Chethua,1661,165,203
USA,California,1936,128,3
USA,Texas,1052,128,214
USA,Florida,1183,128,100
USA,Alaska,1370,128,543
USA,Hawaii,1745,128,429
USA,Virginia,1610,128,454
Canada,Alberta,1108,148,476
Canada,British Columbia,1690,148,51
Canada,New Brunswick,1996,148,886
Canada,Ontario,1752,148,692
Canada,Nova Scotia,1778,148,239
Japan,Hokkaido,1246,165,322
Japan,Tohoku,1252,165,663
